r2,rmse,mae,pbias,sample_size,station_id
0.629937392847432,3.0195912511991336,0.8936395260784038,-0.6391891609876655,1441,69007
0.45988015618844313,4.288527891224822,0.9536684814972692,13.065118203228199,6760,69014
0.19087911185379058,1.7457041463306837,0.288208950159905,-4.885679027513084,2867,69015
0.049686541222612735,1.581670457313817,0.22514491299036776,25.80558963659094,7776,72281
-0.30882115003827537,3.5573221727749504,0.8798855462093236,116.99715715760959,4706,72286
0.4424796661564978,4.059875386973583,0.7260102378697376,13.358638297025612,13358,72288
0.42915040982038155,2.712273777899794,0.6428290427111559,6.545381917621643,16392,72290
0.4469444143705842,2.977987371248122,0.743293751453757,21.418690884420602,13744,72293
0.49046344116547447,3.3396886006481643,0.6803445613124517,-3.6503333565114673,16392,72295
0.5178457642612599,3.222437735136364,0.6976372269042131,5.1408680513991305,16392,72297
0.014284419766127376,1.3569516411998572,0.23830106171223753,45.96272034693784,7705,72380
0.4600429445381645,2.096454023535431,0.3691720818877885,11.578670391422442,1441,72381
0.1374145095236846,2.421298965107054,0.5480848708030578,92.65680084182767,9693,72382
0.35671677731165796,4.168498267851967,0.8140417768193142,5.968004201539506,15888,72383
-0.1295704469546981,2.2261360339205547,0.6475392462558093,77.7119602835375,16028,72384
-0.17955836219502497,3.563986091935332,0.968163948783011,70.64403105714348,16392,72389
0.1592665720555878,4.3103398002153135,0.8893088774694219,41.582120254536996,13815,72391
0.3601407824489523,3.436554399151949,0.8400578096175636,29.778328318466418,16389,72394
-0.384561709117208,3.030215680930294,0.8982682917927042,196.9211509129158,16388,72480
0.596228744254576,2.8493973631644782,0.8162076938259346,8.599624693328579,1441,72481
0.5937797698785365,3.4420688213656705,0.7998688888185667,-2.881769791824396,4840,72482
0.3930483555859553,3.8287133271273763,1.1392198540727376,31.890513343656465,16384,72483
0.23552948102079618,3.185290963675066,0.9513480926582779,47.02075552135382,16390,72492
0.5409406008064526,3.6095068244738653,1.057505397679408,10.258054710338435,16392,72494
-0.834104017595281,10.116165844162559,4.196886917495434,-18.876901761649666,7767,72497
0.7223715298452396,3.1509845158153413,0.9862847324881004,-3.9356124735204756,1441,72584
0.4077801391639341,3.097625382516147,0.9156784132657805,21.06719194881237,9555,72585
0.27003706566751906,4.808908178649263,1.6754806868469236,44.99227390289352,15765,72591
0.20642681247822425,6.629900812203153,2.3070618645325447,44.06970867465389,13963,72592
0.09834080864721784,3.2301137358553436,0.9162481574332973,53.83943855481008,16371,72593
-2.4665471606393523,9.89796084023854,3.701709904841415,73.3177858603861,5667,72751
0.6883990315869583,4.865377263599496,1.5687161505733087,2.3266944928778472,1263,74500
0.4164084760950869,4.268614852187539,1.2122195152440083,31.884741216104125,5954,74505
0.2262035371343949,3.354665174153081,1.0101068503066986,55.27225064113772,14384,74509
0.05286586111674019,27.832229170561444,2.3803409173931813,-44.70811345970859,1489,74516
0.39070146165022834,1.7708425927895508,0.29643867709170285,-13.417555746387798,1441,74611
0.24973029832520388,1.8981383132093228,0.3585006752646346,55.047281808112494,13162,74612
0.22308701358431626,2.2258814697376446,0.5716454434690657,28.874417599898766,15165,74702
0.7467990283798465,4.0085675968737,1.049137447857275,-10.575145480366082,965,8RXA6
0.5364236529650919,3.421361662203445,1.0446752351077653,3.8068902480352076,967,BFY6K
0.6368449887522861,5.620809724327353,2.0197437511485954,-4.807912918336331,967,FSE8R
0.48819044590114,1.3451431400997143,0.20570255979047752,9.891239512928673,4056,K9L20
0.1676824891902572,1.8333944892681309,0.6017144441803247,58.00576935481669,5770,KAAT0
0.12947485722576624,4.875829067796189,0.9616278672561931,40.98852208052488,1445,KAJO0
0.5954838674445999,2.660938661742969,0.6238900901670343,6.577608460733281,6692,KAPC0
0.7358431770668121,1.6775876114333461,0.4012664355317541,5.271409946026439,953,KAPV0
0.1263473033915089,32.12832713890531,2.5705824239865964,-33.961141014897585,1451,KBAN0
0.06077190924535425,1.3478468070482963,0.20590163231927175,12.789598865619245,8694,KBLH0
0.6764967046406916,6.819992892280456,1.8763547526484177,-6.158993715661477,9542,KBLU0
0.4804882889771509,3.1363009427359243,0.8206989282435044,7.660536084837143,1443,KC830
0.6554644848426034,3.9040830543052323,1.0298948237687149,-12.987839626452168,1444,KCCB0
0.5967519892005431,5.963282271014298,1.8366177589524715,8.322534468804133,5883,KCEC0
0.5396482019162507,2.4878091835056733,0.4062161803808739,26.88510732994667,6879,KCMA0
0.5338403720600862,2.003681251076292,0.44974747614430627,91.05428297950003,6494,KCNO0
0.6574814661974397,4.622908977479905,1.4448545776530253,-0.48361097244525575,1443,KCPU0
0.42860780316782465,2.972285674445543,0.5512608422433287,18.21515303384075,3318,KCQT0
