station_id,season,r2,rmse,mae,pbias,sample_size
69007,spring,0.6765653167348633,2.3707905708034427,0.8388775626700031,9.565645319499042,366
69014,winter,0.4508275953873472,7.019838678872373,2.109998134452567,6.098980196855728,1613
69014,spring,0.50364843133831,4.086238305504523,1.0743607570195577,16.325762171688694,1747
69014,summer,0.3678498478495299,0.8063829741975198,0.09889588660012807,9.746028532981452,1716
69014,fall,0.24515432091491263,2.939878687626307,0.5918992637354886,36.51014514650391,1684
69015,winter,0.3633334456590557,1.4911223126144204,0.3918431675566857,22.34848195121258,589
69015,spring,0.29891941479954776,1.027997254303096,0.1861921472009366,15.277582868265688,744
69015,summer,0.2592042237761486,2.0666944411632455,0.3174757863261771,-50.521577771251955,744
69015,fall,-0.04784317088499601,2.093839348646945,0.27945631882707234,-4.20056762644404,790
72281,winter,-0.04778851801258632,2.4726246078552463,0.40382968684409676,25.70466512554147,1912
72281,spring,0.4449560592026075,0.6978663306285453,0.09836456646523815,16.726367137912845,2042
72281,summer,0.05591444311724081,0.9628579970996312,0.16687779303014635,73.47021555797777,1954
72281,fall,0.10245760734720954,1.6290517765702952,0.2417905941457519,7.699060733023784,1868
72286,winter,-0.34770282161748933,5.2582698582266145,1.6122772263865845,110.66986569247734,1127
72286,spring,-0.6179698478037037,3.6205988134226645,1.0655582096784444,136.96955644446373,1181
72286,summer,0.12991740288913756,2.291537379438259,0.26327335255639267,13.50054662349994,1156
72286,fall,-0.33317053326350377,2.3466931707603043,0.6126704550225148,165.9757027470531,1242
72288,winter,0.42225634317426086,7.208080046232872,1.6781361318836776,4.311118719300385,3151
72288,spring,0.49670891924462024,3.205105083008224,0.7877964734686559,22.02075256426534,3380
72288,summer,0.2839421106328337,1.248820108677234,0.09239046486838078,76.11601119064657,3461
72288,fall,0.35565928828812976,2.203303985311405,0.4241599306788364,36.7845529854238,3366
72290,winter,0.38916007004716024,4.311706944124486,1.3601430554322813,4.094212818820299,4017
72290,spring,0.4631695812976466,2.4931330090947346,0.6834854376093114,11.317649123259796,4140
72290,summer,0.5574397684175525,0.6252429896622277,0.08082470630775349,37.68283818106785,4140
72290,fall,0.4228319203150799,2.128691161802034,0.46625519380540786,3.8050421141654422,4095
72293,winter,0.4320985562828341,4.812178083616752,1.5954537268579432,14.333081746537502,3339
72293,spring,0.41488208594902065,2.855304240933559,0.8021085590437657,32.218002083146224,3533
72293,summer,0.5022489026611858,0.7539364281387619,0.09737345353032406,32.874149371896145,3529
72293,fall,0.4405537108073403,2.0285378029171097,0.5118542833956405,28.600320114006,3343
72295,winter,0.4932209042664991,5.567433844598696,1.6238029756328758,-6.703407759102867,4017
72295,spring,0.4519478886981477,2.89557434061003,0.6581213970452976,5.306056655688271,4140
72295,summer,0.5505987522733145,0.6866751903248,0.06071706844444197,9.693894282029994,4140
72295,fall,0.3743440838227501,2.2994911844926644,0.4037607445149998,-6.091128336555925,4095
72297,winter,0.5277582553633426,5.338701476433705,1.5954257683757596,-1.8836384504111676,4017
72297,spring,0.43051854046747406,2.911753901219039,0.7105052654411602,17.861610420757145,4140
72297,summer,0.6057550037459117,0.6485079763391206,0.07934909462938035,63.24473018896819,4140
72297,fall,0.4485580118189355,2.1474037700243898,0.42902248135687354,11.148908947497203,4095
72380,winter,-0.08002185771554782,1.686282797245504,0.37832095582548964,75.01282253441444,1843
72380,spring,0.13030568595786196,0.9899284115668202,0.14699334988293128,59.79926319235614,1927
72380,summer,0.009818978158929959,1.6453142384990485,0.2736449517011708,-7.697040342696471,1958
72380,fall,0.1153928772360936,0.9429584333172671,0.1617658868240321,58.51658072766559,1977
72381,spring,0.6816478578302849,0.9967975589886794,0.2565531729905067,16.001966163712595,366
72382,winter,0.17592232087882365,3.55717534667175,1.0491034610368133,75.31566636690391,2348
72382,spring,-0.20096969342426063,2.0475815194273603,0.5598048967566812,131.89510505021647,2429
72382,summer,0.2494290031679165,1.8076735975791238,0.2422471273080182,196.2828352949118,2472
72382,fall,0.08827684486259402,1.903472144021111,0.36443974355654707,69.52781690932396,2444
72383,winter,0.36158967094045813,7.107038326893476,1.754660529906286,-11.377938821522848,3810
72383,spring,0.35316543465959094,3.387635291578117,0.8761168289018788,29.078707297727632,4005
72383,summer,0.19688832531313383,1.8865917835633945,0.21909936370960686,122.91505720821327,4065
72383,fall,0.22757864338839628,2.4060634484481667,0.4612655483859127,17.61063242994263,4008
