,72703,72711,72712,72713,KFVE0
2005-03-04,0,0,0,0,0
2005-03-05,0,0,0,0,0
2005-03-06,0,6.519999980926514,6.090000152587891,5.800000190734863,5.340000152587891
2005-03-07,4.239999771118164,9.220000267028809,5.820000171661377,4.289999961853027,6.590000152587891
2005-03-08,39.09000015258789,34.68000030517578,38.7400016784668,35.70000076293945,38.91999816894531
2005-03-09,16.920000076293945,5.070000171661377,15.930000305175781,18.329999923706055,8.869999885559082
2005-03-10,0,0,0,0,0
2005-03-11,0,2.5299999713897705,0,0,0
2005-03-12,4.730000019073486,2,1.1799999475479126,2,0.8799999952316284
2005-03-13,0,0,0,0,0
2005-03-14,2.7899999618530273,3.4200000762939453,2.4200000762939453,2.0899999141693115,2.619999885559082
2005-03-15,2.3399999141693115,1.340000033378601,0.8299999833106995,0.5600000023841858,0
2005-03-16,0,0,0,0,0
2005-03-17,0,0,0,0,0
2005-03-18,2.0899999141693115,3.2899999618530273,6.940000057220459,4.340000152587891,9.010000228881836
2005-03-19,0,0,0.8399999737739563,1,0.9800000190734863
2005-03-20,0,0,0,0,0
2005-03-21,0,0,0,0,0
2005-03-22,0,0,0.3799999952316284,0.4000000059604645,0
2005-03-23,0,0,0,0,0
2005-03-24,0,0,0,0,0
2005-03-25,0,0,0,0,0
2005-03-26,0,0,0,0,0
2005-03-27,0,0,0,0,0
2005-03-28,28.829999923706055,5.789999961853027,8.079999923706055,7.829999923706055,4.71999979019165
2005-03-29,14.649999618530273,0,7.590000152587891,11.079999923706055,0
2005-03-30,0,0,0,0,0
2005-03-31,0,0,0,0,0
2005-04-01,4.309999942779541,3.75,3.3399999141693115,3.4100000858306885,4.579999923706055
2005-04-02,7.289999961853027,19.959999084472656,13.949999809265137,11.050000190734863,20.079999923706055
2005-04-03,21.170000076293945,18.799999237060547,14.359999656677246,15.270000457763672,16.770000457763672
2005-04-04,7.199999809265137,4.559999942779541,6.460000038146973,7.880000114440918,5.699999809265137
2005-04-05,0,0,0,0,0
2005-04-06,0,0,0,0,0
2005-04-07,5.96999979019165,12.229999542236328,6.400000095367432,5.789999961853027,9.930000305175781
2005-04-08,0,0,1.590000033378601,2.0999999046325684,0
2005-04-09,0,0,0,0,0
2005-04-10,0,0,0,0,0
2005-04-11,0,0,0,0,0
2005-04-12,2.869999885559082,2.490000009536743,2.059999942779541,2.299999952316284,1.4600000381469727
2005-04-13,0,1.9900000095367432,0.8899999856948853,0.5799999833106995,1.600000023841858
2005-04-14,0,0,0,0,0
2005-04-15,0,0,0,0,0
2005-04-16,0,0,0,0,0
2005-04-17,0,0,0,0,0
2005-04-18,0,0,0,0,0
2005-04-19,0,0,0,0,0
2005-04-20,0,0,0,0,0
2005-04-21,0,0,0,0,0
2005-04-22,0,10.859999656677246,0,0,0
2005-04-23,4.840000152587891,15.789999961853027,10.039999961853027,8.920000076293945,11.15999984741211
2005-04-24,13.369999885559082,12.180000305175781,5.010000228881836,6.989999771118164,4.429999828338623
2005-04-25,14.59000015258789,8.470000267028809,12.770000457763672,15.479999542236328,9.460000038146973
2005-04-26,0,0,0,0,0
2005-04-27,6.289999961853027,10.59000015258789,5.489999771118164,5.260000228881836,2.390000104904175
2005-04-28,38.779998779296875,38.810001373291016,40.869998931884766,38.41999816894531,37.720001220703125
2005-04-29,20.6299991607666,7.059999942779541,21.709999084472656,26.049999237060547,10.75
2005-04-30,8.770000457763672,9.640000343322754,6.510000228881836,6.190000057220459,5.389999866485596
2005-05-01,3.690000057220459,1.3799999952316284,4.130000114440918,4,2.7300000190734863
2005-05-02,2.0199999809265137,1.590000033378601,1.0399999618530273,1.2699999809265137,0
2005-05-03,0,1.4900000095367432,0.7200000286102295,0,0.5400000214576721
2005-05-04,0,0,0,0,0
2005-05-05,0,0,0,0,0
2005-05-06,0,0,0,0,0
2005-05-07,17.950000762939453,3.119999885559082,1.2999999523162842,2.6500000953674316,0.9100000262260437
2005-05-08,15.399999618530273,1.5199999809265137,6.96999979019165,9.680000305175781,3.799999952316284
2005-05-09,0,0,0,0,0
2005-05-10,0,0,0,0,0
