,468T8,49HYF,72677,72768,72769,72770,72772,72773,72774,72775,72776,72777,72779,74230,7QWEU,9Y709,FZIS8,GBAB3,H5X3C,J5D8P,J893H,JOVI3,K8S00,KBHK0,KBZN0,KCII0,KEKS0,KGDV0,KGFA0,KJDN0,KLVM0,KLWT0,KM750,KOLF0,KPO10,KPWD0,KS590,KS710,KS850,KSDY0,KWYS0,MDSMM,MRYDA,OBMJ4,U1K6U,V83LW,WLH1H,XEEN8
2023-12-22,0,0,0,0,0,2.1103999614715576,0,0.00039999998989515007,0.8485999703407288,0,0,1.4807000160217285,0,0,0,0,0,0,0.4156999886035919,0,0.9587999582290649,0.07759999483823776,0.5655999779701233,0,2.382499933242798,0,3.6425998210906982,0,0,0,0.5900999903678894,0,0.33139997720718384,0,0,0,1.1061999797821045,0,0,0,0.5656999945640564,0,0,1.973699927330017,0,2.930500030517578,0,0
2023-12-23,1.786199927330017,1.8585999011993408,5.7669997215271,0,0,0,0.11209999769926071,0,0.5870999693870544,0,0,0,0.0011999999405816197,1.5620999336242676,4.404900074005127,1.6376999616622925,0,0.41339999437332153,4.319399833679199,2.5397000312805176,0,1.440500020980835,1.8346999883651733,0.34689998626708984,4.276000022888184,0,2.1835999488830566,0,0,1.1769999265670776,2.7002999782562256,3.9380998611450195,0,0,0,0,0,0,0,0.0009999999310821295,6.081399917602539,1.4542999267578125,1.4146000146865845,4.602799892425537,0,0,0,2.579399824142456
2023-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-25,0,0,0,0,0,0,0,0,1.0047999620437622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-26,0,0,0,0,0,0,0.07519999891519547,0.01679999940097332,0,0,0,0,0,0,0,0,0,0,0,0,0.2621999979019165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28029999136924744,0,0,0,0,0,0,0,0,0,0,0
2023-12-27,0,0,0,0,0,0,0.012299999594688416,0,0.9353999495506287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-28,0,0,0,0,0,0,0,0,1.0246000289916992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0.2911999821662903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3553999960422516,0,0,0,0,0,0,0,0,0,0,0
2023-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0.04470000043511391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7603999972343445,0,0,0,0,0,0,0,0,0,0,0
2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-03,0,0,0,0,0,0,1.4602999687194824,1.0303000211715698,0,0,0,0,2.064199924468994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964199960231781,0,0,0,2.1902999877929688,0,0,0,0,0,0,0
2024-01-04,0,0,0,0,0,0,0,0.025599999353289604,0,0,0,0,0.49449998140335083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6136999726295471,0,0,0,0.44429999589920044,0,0,0,0,0,0,0
2024-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0.7306999564170837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2476999759674072,0,0,0,0,0,0,0,0,0,0,0
2024-01-06,0.4715999960899353,0,0,0,1.011799931526184,1.8203999996185303,0.004399999976158142,0,0.17389999330043793,1.6227999925613403,1.6227999925613403,1.9370999336242676,1.4146000146865845,0,0,0.44689998030662537,1.0707999467849731,0.5315999984741211,0,0,0,2.8782999515533447,0.12049999833106995,0,0.4138000011444092,0,1.6394000053405762,0,1.504599928855896,0,0,0.24699999392032623,0,0,0,0,3.4858999252319336,0.34549999237060547,0,0,3.435299873352051,0,0.34619998931884766,0,0.4657999873161316,1.3622000217437744,0.271699994802475,0.202799990773201
2024-01-07,0.004100000020116568,1.1095999479293823,2.773099899291992,1.6912999153137207,0,0,0,0,1.0673999786376953,0.7317999601364136,0.7317999601364136,0,0.36800000071525574,0.6509000062942505,2.6562998294830322,0.5148999691009521,0.025100000202655792,0,0.4165000021457672,0,0,0.09569999575614929,0.1136000007390976,0.008999999612569809,3.2486000061035156,0,2.070199966430664,1.284999966621399,1.0881999731063843,0.7263999581336975,2.0615999698638916,0.913599967956543,1.722499966621399,0.9657999873161316,1.202199935913086,0.6686999797821045,0.8761999607086182,0,2.376499891281128,1.5845999717712402,1.9386999607086182,0,0,0,0.14149999618530273,0.8452999591827393,0,0.3427000045776367
2024-01-08,0,0,0,0,0,0.8490999937057495,0.989799976348877,0.9593999981880188,0,0,0,0,0.28509998321533203,0,0,0,0,0,0,0,0.4778999984264374,0,0,0,0.006300000008195639,0,0.9745999574661255,0,0,0,0,0,0,0,0,0,6.959499835968018,0,0,0,0.30809998512268066,0,0,0,0,1.1094999313354492,0,0
2024-01-09,0,0,0,0,0.18159998953342438,1.1323000192642212,0,0.03370000049471855,0.7077999711036682,0.11620000004768372,0.11620000004768372,1.1168999671936035,1.8145999908447266,0,0,0.4503999948501587,0.3880999982357025,0.46769997477531433,0,0,0.7597999572753906,0.5360000133514404,7.990499973297119,0.2515999972820282,0.18629999458789825,0,0.8167999982833862,0,0,0,1.5162999629974365,0,0,0.8255999684333801,1.3655999898910522,1.7960999011993408,4.672499656677246,0.383899986743927,2.4164998531341553,1.7146999835968018,7.329899787902832,0.4477999806404114,0.33069998025894165,0.4449999928474426,0,0.15789999067783356,0,0
2024-01-10,0.3240000009536743,0.9186999797821045,0,0,1.2472999095916748,0.01589999906718731,0,0.8773999810218811,0,0,0,1.6276999711990356,1.0892999172210693,0.11800000071525574,0.4105999767780304,1.8953999280929565,0,0,1.3352999687194824,0,0,0.44189998507499695,2.223599910736084,0,2.174299955368042,0,1.504599928855896,0,0.4509999752044678,0,1.3364999294281006,1.9199999570846558,0,0,0,0,0.9412999749183655,0,0,0,0.758899986743927,1.360700011253357,1.0505999326705933,0.6534000039100647,0,0.9902999997138977,0,1.1775000095367432
2024-01-11,2.3018999099731445,0.9616999626159668,1.2264000177383423,1.4907000064849854,1.643399953842163,0.38019999861717224,0,5.500199794769287,0.4147999882698059,0.5746999979019165,0.5746999979019165,1.2680000066757202,5.400099754333496,0.3788999915122986,0.6227999925613403,1.9041999578475952,1.423699975013733,1.5257999897003174,2.069499969482422,1.236799955368042,7.25629997253418,1.1520999670028687,1.1298999786376953,0.32829999923706055,1.1318999528884888,1.6723999977111816,0.7240999937057495,0.5256999731063843,0.6310999989509583,1.4448999166488647,1.3877999782562256,2.850600004196167,1.9776999950408936,0,0.47099998593330383,0.29409998655319214,3.25219988822937,0.4968999922275543,0,0,2.9038000106811523,1.8517999649047852,1.6162999868392944,1.0262999534606934,0.6194999814033508,0.14339999854564667,0.4242999851703644,2.617300033569336
2024-01-12,0,0,0,0,0,0,0,1.0219999551773071,0,0,0,0,0,0.5985999703407288,0,0,0,0,0,0,2.1364998817443848,0,0,0.4968999922275543,0,0,0,0.5418999791145325,0,0.33409997820854187,0,0,0,0,0.1363999992609024,0,0,0,0,0.5992000102996826,3.2647998332977295,0,0,0,0,0,0,0
2024-01-13,0.0009999999310821295,0,0,0,0,0,0,0,3.3680999279022217,0,0,0,0,0,0,0,0,0,0,0,0,0.5889999866485596,0,0,0,0.009599999524652958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017099998891353607,0,0,0,0
2024-01-14,1.0003999471664429,5.174699783325195,1.8838999271392822,0,0.4008999764919281,0.26999998092651367,2.072399854660034,0,0.06539999693632126,1.9128999710083008,1.9128999710083008,0,0.5058000087738037,0,2.3324999809265137,0,1.1342999935150146,1.24399995803833,1.1833999156951904,1.244499921798706,0,0.42179998755455017,0.3651999831199646,0,1.5993999242782593,1.4965999126434326,0.7744999527931213,0,1.079699993133545,0,3.5737998485565186,0,0,0,0,0,0,0,0,0,0.788100004196167,0,0.11099999397993088,0.9149999618530273,1.0134999752044678,0,1.1632999181747437,0.3763999938964844
2024-01-15,0,0,0,0,0,0,2.0441999435424805,0,0.9420999884605408,0,0,0,0,0,0,0.42069998383522034,0,0,0.2854999899864197,0,0,0,5.321000099182129,0,0.002199999988079071,0,0,0,0,0,0,0.7990999817848206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
