,468T8,49HYF,72677,72768,72769,72770,72772,72773,72774,72775,72776,72777,72779,74230,7QWEU,9Y709,FZIS8,GBAB3,H5X3C,J5D8P,J893H,JOVI3,K8S00,KBHK0,KBZN0,KCII0,KEKS0,KGDV0,KGFA0,KJDN0,KLVM0,KLWT0,KM750,KOLF0,KPO10,KPWD0,KS590,KS710,KS850,KSDY0,KWYS0,MDSMM,MRYDA,OBMJ4,U1K6U,V83LW,WLH1H,XEEN8
2023-01-01,0.0037133692671886,0.0018358229567638,0.0008523463179699,0.0008523463179699,0.0384330748488537,0.0039815901686779,0.0248432158400646,0.4204094408919445,0.0242769717146984,0.0008523463179699,0.0008523463179699,0.0008523463179699,0.8412778376509777,0.0008523463179699,0.0008523463179699,0.0008523463179699,0.0113427637984386,0.0029385088851086,0.0034153460433117,0.0008523463179699,0.2429664133956066,0.0068426131178966,0.2065181731154552,0.0005543230940929,0.0691592692305675,0.0071108340193859,0.003087520497047,0.0035345553328625,0.0008523463179699,0.0008523463179699,0.0104486941268078,0.0011801718642345,0.0009119509627453,0.0041604041030041,0.0090479849745861,0.0797688960005871,0.88702440251609,0.0008523463179699,0.02490282048484,0.01003146161338,0.195193290608131,0.0008523463179699,0.0008523463179699,0.0012993811537853,0.0008523463179699,0.0049352644850841,0.0008523463179699,0.000941753285133
2023-01-02,0.0004351138045421,0.0007927416731945,0.0004351138045421,0.0098228453566662,0.0004351138045421,0.0166177748610607,0.0124752520491711,0.0369727610518566,0.0111043452193371,0.0004351138045421,0.0004351138045421,0.0029385088851086,0.0623345374037853,0.0004351138045421,0.0004351138045421,0.0004351138045421,0.0004351138045421,0.0004351138045421,0.0004351138045421,0.0004351138045421,0.0144720076491466,0.0004351138045421,0.0053226946761242,0.0004351138045421,0.0031173228194347,0.0004351138045421,0.0005841254164806,0.0004351138045421,0.0004351138045421,0.0004351138045421,0.001716613667213,0.0004351138045421,0.0006139277388683,0.0091671942641369,0.0129520892073742,0.0024616717269054,0.0337839125563732,0.0004351138045421,0.0110447405745617,0.0021934508254162,0.0809609888960949,0.0004351138045421,0.0004351138045421,0.0004351138045421,0.0004351138045421,0.0097930430342785,0.0004351138045421,0.0012099741866222
2023-01-03,0.0017908290033119,0.0210878327493446,0.0072446540002601,0.0500705912713783,0.0025954917077797,0.0343200638894813,0.006872124970414,0.0195083096627968,0.0019994452600258,0.0010904744272011,0.0010904744272011,0.0066039040689247,0.1563903763894814,0.0345733836297768,0.008526153862931,0.0017163231973427,0.0017312243585365,0.0017163231973427,0.0113573744897621,0.019582815468766,0.0143525078897255,0.002073951065995,0.0142332986001747,0.005009479821183,0.0423070862893837,0.0017461255197304,0.0682351067666786,0.0397142842416542,0.0012394860391395,0.0085708573465126,0.0446614697580116,0.0011202767495888,0.0256773903970497,0.0914660170678871,0.1264688447122353,0.0846114829187172,0.3584650233392494,0.0019845440988319,0.1718130782251137,0.1478818133477943,0.8004036620263832,0.0017461255197304,0.0017163231973427,0.0186440423135536,0.0017163231973427,0.019880838692643,0.0017163231973427,0.0018951371316688
2023-01-04,0.0153405229639247,0.0022424022745326,0.0024808208536342,0.1575870077203944,0.0022424022745326,0.0086648027490809,0.0075621168207362,0.1973731081079677,0.0217182199548915,0.0040156404566005,0.0040156404566005,0.0017208616327479,0.5339605371545986,0.0184846679758265,0.0040156404566005,0.0017208616327479,0.0097972909998134,0.0069660703729823,0.0271124403070643,0.0017208616327479,0.1377088586878017,0.0250858823847011,0.0531298677515224,0.0355762998651698,0.0016910593103602,0.0055057565759852,0.0128818313669398,0.101782159049435,0.0044030706476405,0.0170094530176356,0.0043732683252528,0.0055653612207606,0.0795943300317958,0.1786274473261073,0.1861823360513881,0.1684350530695155,0.6203425685953334,0.0054163496088222,0.2029461423944667,0.1479608575891688,0.8662266294550136,0.0019294778894618,0.0017208616327479,0.0067276517938807,0.0026149313043788,0.0069064657282069,0.001810268599911,0.0035984079431727
2023-01-05,0.001710653293685,0.0054061412697592,0.001710653293685,0.007581710804061,0.001710653293685,0.0767230987435141,0.0583797693138876,0.3687709569817343,0.0911623239403525,0.001710653293685,0.001710653293685,0.003767013538436,0.0028282403832236,0.001710653293685,0.0019788741951742,0.001710653293685,0.0080436468010702,0.0022172927742758,0.001710653293685,0.001710653293685,0.5995005369072715,0.0017851590996542,0.001710653293685,0.0017702579384604,0.0202178954964438,0.001710653293685,0.0515252351647177,0.0043183565026083,0.001710653293685,0.001710653293685,0.0157475471382895,0.001710653293685,0.0023812055474081,0.0179082155113974,0.0364154577141562,0.1358211040383139,0.1110553741341391,0.001710653293685,0.048068165767745,0.0204414129143515,0.615385174739913,0.001710653293685,0.001710653293685,0.0017404556160727,0.001710653293685,0.0629991292839804,0.001710653293685,0.001710653293685
2023-01-06,3.513389825684498,0.5973964928216446,0.0972092150277603,0.0377982853478897,0.4988104103631485,0.4872322081155289,1.5625447033471571,1.7869263886041151,0.3009229897088517,5.559602379662465,5.559602379662465,1.29153728471465,0.1356691120690811,0.0008732079095352,0.0997573135919083,1.212635636193227,4.29635643945403,3.611007332665394,1.6863584517068375,0.0353693960732925,1.9216179846353043,7.240736484391164,0.1392751930779923,0.001290440422963,0.679233670098256,2.5562286375588883,0.7039546965188492,0.0209897755212296,5.957388877732228,0.0010222195214737,0.5155146120614518,1.307973265511464,0.0158935783929337,0.0953614710397232,0.1555621622628678,0.2355366943902481,0.2483367918557633,0.5279570816583146,0.121989846093129,0.127562880379628,1.6530096529550065,0.2580970524377335,2.469488978249501,1.1458486317224017,3.788509964806508,0.3030091522759903,4.394137859208058,0.1596003769464005
2023-01-07,0.022859333512315,0.0083008990259259,0.0022063240976422,0.0023553357095806,0.0021467194528668,0.0239620194406597,0.0021765217752545,0.0043967947931378,0.0048140273065655,0.0021467194528668,0.0021467194528668,0.0023553357095806,0.0257054553003399,0.0021467194528668,0.003294108864793,0.0270167574853985,0.0021765217752545,0.0021616206140606,0.0468651041956036,0.0021467194528668,0.0083605036707012,0.0067064747781842,0.0095078930826275,0.0021467194528668,0.0032196030588238,0.0021467194528668,0.0150660262079327,0.0021467194528668,0.0021467194528668,0.0021467194528668,0.007406829354295,0.037238954064378,0.0021467194528668,0.002608655449876,0.0025639519662945,0.013665317055711,0.0187615141840069,0.0067064747781842,0.0046054110498516,0.0030705914468853,0.9553740010233014,0.0323215708704083,0.0181803688974468,0.0244537577600567,0.0021467194528668,0.0170329794855206,0.0021467194528668,0.0133970961542218
2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0231266021728515,2.9802322387695312e-05,0.0123679637908935,0.0039637088775634,0.0,0.0,0.0,0.0181943178176879,0.0,0.0,0.0,1.4901161193847656e-05,0.0,0.0,0.0,0.0245720148086547,0.0,0.0001490116119384,0.0,0.0,0.0,0.0174492597579956,0.0,0.0,0.0,0.0,0.0,0.0004023313522338,0.0001490116119384,0.0,8.940696716308594e-05,0.3909319639205932,0.0,0.0,0.0,0.1317560672760009,0.0,0.0,0.0,0.0,0.0052601099014282,0.0,0.0
2023-01-09,0.0054925679364714,0.005924701611093,0.0012904404798064,0.0012904404798064,0.0137776135602507,0.521206855694345,0.1836806534925017,1.6093939541974578,0.8680164813199553,0.0020653008618864,0.0020653008618864,0.0012904404798064,0.95854103557258,0.0012904404798064,0.0012904404798064,0.0012904404798064,0.0189185141721281,0.0178009270825896,0.0185906886258635,0.0012904404798064,1.916611194531015,0.0018715857663664,0.2303659915128264,0.0012904404798064,0.1365929841199431,0.0098884104886565,0.157141685406259,0.0012904404798064,0.0024676322141203,0.0012904404798064,0.0383794306912932,0.0012904404798064,0.0012755393186125,0.0012904404798064,0.0012904404798064,0.0013202428021941,4.096725582996896,0.0012904404798064,0.0012904404798064,0.0012904404798064,1.2260019778409514,0.0012904404798064,0.0013947486081633,0.044459104458383,0.0048816203275237,0.4298329352536711,0.0020951031842741,0.0072360037961516
2023-01-10,0.9937763213088148,0.2886980770995251,0.003191828625404,0.0405639408995739,0.6327062844206921,0.4673928021361462,1.897829770939552,3.013375401394569,0.959801673786842,0.6480246781279675,0.6480246781279675,0.4300653933455578,4.879775643246376,0.0004351138045421,0.0023573635985485,1.0462433098723525,0.7096558808257214,0.434058904545509,0.659707188503944,0.0004351138045421,1.9387632607390517,1.0827958582808606,0.7912844418456189,0.0004351138045421,0.7079422472884289,0.2984732388426891,0.9611427782942884,0.0004351138045421,0.7899880408217541,0.0278532504012218,0.6226330994536511,1.0497301815917126,0.1831829546858898,0.0115662812163463,0.005441903965675,0.0519633292128673,4.329118132488929,0.4438042639662853,0.0025659798552624,0.0004351138045421,3.918844461338722,1.2911587952544323,1.0492831467558972,0.5431950091292492,0.5483657120635144,0.5611956118514172,0.3194391726424328,0.5870938300063244
