,468T8,49HYF,72677,72768,72769,72770,72772,72773,72774,72775,72776,72777,72779,74230,7QWEU,9Y709,FZIS8,GBAB3,H5X3C,J5D8P,J893H,JOVI3,K8S00,KBHK0,KBZN0,KCII0,KEKS0,KGDV0,KGFA0,KJDN0,KLVM0,KLWT0,KM750,KOLF0,KPO10,KPWD0,KS590,KS710,KS850,KSDY0,KWYS0,MDSMM,MRYDA,OBMJ4,U1K6U,V83LW,WLH1H,XEEN8
2023-01-01,12.731804794748314,10.483172313251998,11.719845575862564,4.7686611127574,4.4400368446076754,6.137849828519393,15.890944794227835,19.23603857285343,19.238658480753656,11.880538132390939,11.880538132390939,5.088844368947321,20.528124531847425,6.4991066268703435,11.724588449578732,12.424823694163933,7.93243862935924,6.832713713811245,9.496528517775005,10.730309650534764,21.617143877665512,16.167000994028058,14.52109592501074,8.986496028956026,20.66570440947544,3.7156499711272772,16.576020869251806,4.238458012696356,9.241233656939585,5.795451860467438,21.044293890008703,18.116214907786343,5.000542145353393,5.26221229811199,4.675459807549487,4.395184167515254,22.69510626210831,6.3037176470970735,5.1383190337219276,5.335170216858387,45.30545953894034,11.163857515202835,10.370321394293569,7.946451056341175,7.048612516518915,11.826723445847165,5.094202330292319,17.65072998823598
2023-02-01,16.32165382616222,15.762375685153529,13.764040806563571,6.088047689991072,10.564769001211971,4.528047633357346,14.593547000549734,14.60153940715827,14.07898343168199,17.150153405964375,17.150153405964375,8.043138313223608,16.05604739743285,8.229745880817063,13.290045439498499,16.385362052824348,14.899893250549212,17.245431913761422,14.962649869266897,15.099789225496352,17.46995418216102,19.736493984237313,23.737821669783443,10.183683573268354,19.16804190259427,10.556105518480763,14.81332003022544,4.124368667544331,14.009153010556474,8.229105058126152,27.700402960181236,24.771182087715715,8.001152600627393,4.328849137527868,3.619236743543297,4.759587597800419,26.61024529952556,9.057666244916618,3.396287653595209,5.593139500706457,41.05081334710121,16.091112775029615,12.832029385026544,15.501801227219403,11.706720537040383,10.775779536925256,9.154902974842116,24.01805865811184
2023-03-01,13.068221187859308,30.604375575785525,25.84962884138804,12.395461481355596,9.694705488800537,19.36594386206707,23.80133344558999,23.45311102399137,32.85104586684611,23.295361144118942,23.295361144118942,13.584506255574524,17.556934605818242,12.903649316285737,25.286081901867874,14.887059666216373,19.77636077790521,16.895139293046668,15.009744679264259,20.59727012529038,28.658026386983693,20.70694085850846,17.893794349220116,11.79815901996335,37.378789944341406,9.198522215592675,25.274640053976327,12.179311162617523,14.210624049883336,16.054650671139825,55.667963839368895,20.616263544070534,15.438513130357023,12.026835202414077,10.693853833072353,13.124783671810292,29.588874426553957,13.170544973399956,12.709873571293429,12.934439019591082,72.36597302835435,16.271124976628926,10.452862500096671,17.96292410872411,12.630892665765714,24.500260563218035,14.30646931839874,22.127868796815164
2023-04-01,40.93720723176375,35.551408800529316,34.26069367560558,16.13410525897052,12.876298642368056,29.402205487713218,28.42768980190158,18.393727790680714,33.97275251336396,42.18612547265366,42.18612547265366,18.828923406545073,23.026365466648713,24.61746652261354,30.903470353223383,34.095915412763134,28.716689441353083,28.80642662057653,32.94424506020732,25.928533170372248,19.214644053136,53.13986056717113,29.663632856681943,11.227020237129182,27.483113226480782,22.689430246828124,29.036672523943707,19.18977808963973,42.08021174417809,19.70507732767146,30.445649492321536,41.453357494901866,26.090800791280344,17.910296024638228,14.289364538853988,17.301025698543526,26.471932738786563,24.32946878252551,19.24182617221959,17.109289270592853,35.008414706680924,39.17827506666072,37.090158846694976,22.173784469487146,33.30783316050656,29.47611501440406,29.738704586634412,60.52035576431081
2023-05-01,67.88149945205078,67.3820921452716,57.623479660833254,65.81679278751835,37.45794745918829,31.19877433637157,53.8659056823235,63.5402231477201,28.2830982003361,57.065155485179275,57.065155485179275,47.65434886794537,62.04407669138163,84.28514840779826,56.36452073813416,68.99247194523923,69.30582803324796,50.71343177114613,91.36098007438704,77.59497790248133,40.20392274542246,66.62743687047623,45.43249644921161,70.82806394901127,55.886111670406535,53.37861499283463,48.52913258364424,103.44902806682512,48.210110381478444,87.64810165157542,49.34958883677609,108.8843174977228,67.2394989989698,80.08237278554589,79.26814779639244,66.22352039557882,73.04877632413991,60.608513321494684,83.78481542458758,95.81518890336156,27.387515996815637,89.20827568508685,61.89109648112208,86.62275422830135,41.820229310542345,43.47118784207851,33.89631969330367,96.87312013702467
2023-06-01,149.97724362183362,172.58110223338008,116.6711290134117,59.70703507773578,47.14564047753811,71.2340452009812,101.29230853635818,58.993281971197575,125.08075637742877,85.1016619708389,85.1016619708389,70.59693621704355,32.95179584529251,119.97476604301482,127.130345441401,122.27504211477935,71.50385080603883,89.9267338681966,162.25076070986688,134.00980609003454,46.1921293172054,118.63310728222132,61.00134289590642,88.85495143476874,106.46838939283043,62.78073030989617,91.48397308308631,118.78536769654602,86.83553722221404,89.95335374493152,130.27918548323214,187.84506968222558,75.0635921722278,56.296513066627085,54.537955729756504,51.60149006405845,45.568754605483264,70.50999964121729,53.965411498211324,58.43873892445117,81.28285536076874,152.91908418294042,123.18918923847377,193.68584593757987,71.40979485120624,64.23693092074245,98.47121452912688,184.0999557171017
2023-07-01,19.3800738255959,27.034772376646288,23.909562072367407,21.01159071607981,15.821454508113675,15.26073209970491,24.522423205780797,9.725180949317291,21.340144949499518,9.626331495383056,9.626331495383056,17.492848564870656,11.631866121024359,22.969459704472683,25.978590184240602,13.158887540339492,14.674630323133897,12.909107153245714,32.598070678068325,24.55743813479785,11.97813000617316,16.708837167243473,20.38910011178814,16.023613714787643,22.277331436634995,10.975650444743223,12.863643042510375,22.043863660655916,12.536975483817514,19.696642985218205,30.94339726085309,25.4718115698779,25.81848713743966,27.651691870414652,34.81498534383718,48.69280192069709,11.834539321716875,21.39183423423674,32.53738040803,28.74260885291733,22.382203268352896,15.567709546303377,16.99190293002175,32.66689959273208,11.196269588253926,12.81851509847911,13.50279338657856,30.160506418906152
2023-08-01,27.534615725744516,47.297909850021824,22.017240719287656,14.545344993530307,32.90822831040714,54.838845203630626,24.521709460532293,50.82298314082436,46.593182638753206,26.212837477214634,26.212837477214634,14.279349434946198,52.25824444787577,46.441615303047,27.9125767207006,24.62201868183911,21.96524449973367,24.143039592308924,36.760345520451665,21.339182733208872,46.27420915639959,27.823387796524912,19.99700549931731,48.41573722078465,42.71901240572333,24.830166771425866,60.41525644250214,58.196863130433485,24.620915178093128,23.36313771083951,68.94678250537254,32.24800177558791,15.354327730892692,20.705067581729963,23.38350746431388,24.0775187528925,34.01286966400221,13.12163393595256,18.985371485177893,34.2029451392591,59.057021158514544,24.513137209578417,27.442523100762628,49.73947400576435,23.338529333705083,41.04127746541053,22.324443495017476,28.63296247960534
2023-09-01,45.2224463224411,28.528261638712138,26.929418847430497,20.632867963286117,13.350963199627586,30.023743776837364,58.152770914603025,30.269763112301007,52.08979459712282,46.78673890884966,46.78673890884966,28.317817981587723,16.74805150832981,38.77962991828099,28.72457026387565,40.60067277168855,46.44162819022313,32.61421469505876,32.68240514444187,36.21770959580317,29.12132241181098,66.82125135557726,54.4690863462165,28.33789133001119,39.29036049521528,29.07973062247038,37.37677278695628,29.873303283238783,42.511613108217716,36.45458925166167,46.91983829252422,47.9811915429309,32.138576527358964,24.162651359802112,20.62060235766694,12.314626786974259,28.01164225093089,39.686742529738694,33.69586760527454,34.44626665441319,45.40733329486102,36.261213244870305,47.6876845350489,30.404929944779724,37.13843860896304,31.055518600624055,36.42477744142525,35.76027770759538
2023-10-01,33.90347906970419,49.45747398887761,44.60115131805651,18.93032418738585,24.079723324393854,15.064829734910745,23.58289816766046,32.86347429093439,19.39164599898504,36.02636693394743,36.02636693394743,33.93160745326895,36.915398758719675,28.58468114573043,46.86122442944907,35.08072512340732,27.487856886000372,32.89544423168991,35.22528898611199,47.96298887813464,29.24345583014656,48.753740661777556,29.113732022233307,27.52143701654859,27.645431374548934,28.876705263974145,32.6189690415049,42.9164981644135,33.77350191876758,33.78411309386138,58.56180375558324,49.499080708483234,23.590264603262767,31.215314712608233,28.05676300486084,28.519411213346757,26.70277121651452,32.48943036887795,36.07244126033038,40.99994844873436,46.89239049330354,35.88378109561745,37.528795810067095,37.87583434022963,31.52578171575442,17.63008862180868,21.835352608468384,48.5571805795189
