id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end
72483,Sacramento Executive Airport,US,CA,72483,KSAC,38.5,-121.5,6.0,America/Los_Angeles,1973-01-01,2025-02-06,1941-11-10,2025-02-02,1941-01-01,2022-01-01
72491,"Monterey / Naf, Ca.",US,CA,72491,,36.6,-121.85,46.0,America/Los_Angeles,,,1945-03-01,1969-01-31,1945-01-01,1969-01-01
72492,Stockton Metropolitan Airport,US,CA,72492,KSCK,37.9,-121.2333,9.0,America/Los_Angeles,1941-01-03,2025-02-06,1941-02-20,2025-02-03,1941-01-01,2022-01-01
72493,Metro Oakland International  Airport,US,CA,72493,KOAK,37.7167,-122.2333,2.0,America/Los_Angeles,1943-01-01,2025-02-06,1943-01-02,2025-02-02,1943-01-01,2022-01-01
72494,San Francisco Airport,US,CA,72494,KSFO,37.6167,-122.3667,3.0,America/Los_Angeles,1973-01-01,2025-02-06,1945-07-01,2025-02-02,1945-01-01,2022-01-01
72495,Farallon Island,US,CA,72495,K50Q,37.7,-123.0,12.0,America/Los_Angeles,,,1999-06-06,2025-02-02,1999-01-01,2022-01-01
72497,Chico,US,CA,72497,KCIC,39.7954,-121.8584,73.0,America/Los_Angeles,2006-01-01,2025-02-05,2003-08-17,2025-02-02,2003-01-01,2022-01-01
72584,Susanville / Johnstonville,US,CA,72584,KSVE,40.3757,-120.5727,1265.0,America/Los_Angeles,1977-03-01,2025-02-06,2016-12-22,2022-04-25,2020-01-01,2022-01-01
72585,Hayward / Russell City,US,CA,72585,KHWD,37.6589,-122.1218,16.0,America/Los_Angeles,2000-01-01,2025-02-06,1998-09-19,2025-02-03,1998-01-01,2022-01-01
72591,Red Bluff Municipal Airport,US,CA,72591,KRBL,40.15,-122.25,106.0,America/Los_Angeles,1973-01-01,2025-02-06,1892-01-01,2025-02-03,1892-01-01,2022-01-01
72592,Redding Municipal Airport,US,CA,72592,KRDD,40.5,-122.2833,153.0,America/Los_Angeles,1992-01-01,2025-02-06,1986-09-01,2025-02-03,1986-01-01,2022-01-01
72593,Salinas / Spreckels Junction,US,CA,72593,KSNS,36.6628,-121.6064,26.0,America/Los_Angeles,1941-08-05,2025-02-06,1930-06-14,2025-02-03,1930-01-01,2022-01-01
72594,Eureka,US,CA,72594,KEKA,40.8,-124.1667,13.0,America/Los_Angeles,2006-01-01,2024-12-04,1941-12-01,2025-02-03,1941-01-01,2022-01-01
72751,Beale Afb / Oroville Junction,US,CA,72751,,39.4961,-121.6317,53.0,America/Los_Angeles,2022-04-19,2022-04-23,2008-07-30,2025-02-03,2008-01-01,2022-01-01
74500,"Sheridan, Ca",US,CA,74500,KBAB,39.0,-121.3333,0.0,America/Los_Angeles,1959-07-01,2025-02-06,1959-07-02,2022-04-24,1959-01-01,2021-01-01
74505,Monterey / Pacific Grove Acres,US,CA,74505,,36.6333,-121.9333,6.0,America/Los_Angeles,,,2008-08-15,2025-02-03,2008-01-01,2022-01-01
74506,Alameda Naval Air Station,US,CA,74506,KNGZ,37.7833,-122.3167,4.0,America/Los_Angeles,1973-01-01,1997-01-01,1945-03-01,1996-12-31,1945-01-01,1996-01-01
74509,Moffett Field,US,CA,74509,KNUQ,37.4333,-122.05,10.0,America/Los_Angeles,1973-01-01,2025-02-06,1945-03-01,2022-04-25,1945-01-01,2022-01-01
