station,count,obs_mean,pred_mean,bias,mae,rmse,r2,rel_bias,rel_rmse,nse,corr,pbias,season
72751,1461,2.486379192334018,0.14445283566190933,-2.3419263566721082,2.60679710619658,8.46467020851438,-0.11774771017604757,-0.9419023308643809,3.4044164440454523,-0.11774771017604757,-0.03028012473752584,-94.1902330864381,Summer
72593,4128,0.0279796511627907,0.07161534363372814,0.04363569247093743,0.07360634815891669,0.6365197136627039,-2.1672437768990727,1.5595509828574001,22.74937989610079,-2.1672437768990727,0.386386582171284,155.95509828574,Summer
KNFG0,931,0.08345864661654137,0.12420547141108121,0.04074682479453984,0.09645318506017099,0.8938283305899642,0.36268325784727906,0.48822772051115293,10.709834952113983,0.36268325784727906,0.7870160152524761,48.822772051115294,Summer
KLMO0,363,1.4889807162534436,2.4956589652325345,1.0066782489790909,1.843468422653972,3.3477539360038775,0.10145409714695242,0.6760854845132469,2.2483527821820672,0.10145409714695242,0.6302265267081201,67.6085484513247,Summer
8RXA6,271,0.4402214022140221,0.3535457305020154,-0.08667567171200678,0.36585571603513933,3.927206699529923,0.4875198109137304,-0.1968910899744664,8.920980851404938,0.4875198109137304,0.6990059919245175,-19.68910899744664,Summer
72481,363,0.007438016528925621,0.029728072159465605,0.022290055630539988,0.02496945961033929,0.18141659717397168,-2.462995816248644,2.996774145883709,24.39045362005619,-2.462995816248644,0.8303978654464019,299.67741458837094,Summer
KTRK0,363,0.44049586776859506,0.6011614140238493,0.16066554625525417,0.39876083036197324,1.0801645792844428,0.47453533104024104,0.36473791926614924,2.452155986743294,0.47453533104024104,0.8056027050456922,36.47379192661492,Summer
KDAG0,2118,0.10094428706326723,0.10435991231535634,0.0034156252520890873,0.15653529483575504,1.241522870839413,0.2827516007944666,0.03383673659459629,12.299089992693531,0.2827516007944666,0.5331416736538743,3.383673659459629,Summer
KSLI0,363,0.22093663911845726,0.26244948168127785,0.041512842562820555,0.16028782384492338,0.8698857342081738,0.8553435194488934,0.18789478616338984,3.937263360568169,0.8553435194488934,0.9293264447222421,18.78947861633898,Summer
KCQT0,881,0.07468785471055617,0.11172718062387003,0.037039325913313825,0.08360378221492418,0.843995895759273,0.5049858249820187,0.4959216737025758,11.300309789725224,0.5049858249820187,0.7911491967997784,49.592167370257584,Summer
KPTV0,366,0.15437158469945358,0.19540678550957782,0.04103520081012425,0.16235027091076187,1.4491492770231886,-0.05444200491058404,0.2658209468408048,9.387409475937822,-0.05444200491058404,0.7133348554761786,26.582094684080488,Summer
KPVF0,363,0.19641873278236913,0.13751958298313843,-0.05889914979923073,0.15716200624596707,0.8617812954227827,0.578600885815225,-0.299865236705761,4.387469989319357,0.578600885815225,0.7839902315058848,-29.986523670576094,Summer
KOXR0,1822,0.03342480790340285,0.10606731402542594,0.07264250612202307,0.10479343382366973,1.0267690370981144,-2.114653868072911,2.173311102698293,30.71877152040664,-2.114653868072911,0.43920658550148,217.33111026982925,Summer
KE160,363,0.027272727272727275,0.035085265383823436,0.007812538111096166,0.05116400579296418,0.27534300999403466,-0.07417641117817153,0.2864597307401927,10.095910366447937,-0.07417641117817153,0.2952818588468572,28.645973074019278,Summer
72297,4140,0.046642512077294675,0.07614144299393662,0.02949893091664192,0.07934909462938035,0.6485079763391206,0.6057550037459117,0.6324473018896819,13.903796074800415,0.6057550037459117,0.7888901197666044,63.24473018896819,Summer
KHMT0,363,0.15647382920110192,0.2703454140627528,0.11387158486165087,0.20273833903407099,1.2528114034910924,0.6214321342863138,0.7277356567742829,8.006523582170185,0.6214321342863138,0.795571181721572,72.7735656774283,Summer
KRHV0,363,0.02396694214876033,0.03596168354219437,0.011994741393434033,0.04297955063484885,0.29539412980673607,-0.09670743431123441,0.5004702443467304,12.325065416074162,-0.09670743431123441,0.27386094311831066,50.04702443467304,Summer
KSTS0,1792,0.04263392857142857,0.051119651124815015,0.008485722553386435,0.044986786196211055,0.49609547888841826,0.6569412497228085,0.19903684313702213,11.63616620638803,0.6569412497228085,0.8416733064304533,19.90368431370221,Summer
KPSP0,1708,0.06873536299765808,0.1778466892689483,0.1091113262712902,0.17588959562740203,0.9262265772898268,0.46347564972958977,1.587411799585721,13.475255485613495,0.46347564972958977,0.7146235852061587,158.74117995857213,Summer
KFCH0,363,0.05013774104683195,0.10268756451710322,0.05254982347027125,0.10282836030708342,0.8880199080778465,-1.8761329928998252,1.048109116467498,17.71160585891529,-1.8761329928998252,0.42317057049232815,104.81091164674982,Summer
KSDM0,1631,0.05033721643163703,0.13507873878051443,0.0847415223488774,0.14434251113209884,0.6990941423864058,0.5739172943843998,1.6834765280270285,13.88821615386392,0.5739172943843998,0.7773027808102678,168.34765280270284,Summer
KL350,363,1.5184573002754822,0.8028932521660971,-0.7155640481093849,1.2886522943806824,4.3958898580803085,0.4194942353906963,-0.471244102800629,2.8949710059563714,0.4194942353906963,0.6943867955893686,-47.1244102800629,Summer
74612,3354,0.12024448419797257,0.10804319782304035,-0.01220128637493221,0.16281900751465542,1.8232550988097653,0.32443072359983605,-0.10147065336355725,15.162900077877394,0.32443072359983605,0.5700019607486893,-10.147065336355723,Summer
KMHR0,363,0.07217630853994492,0.05296058341187674,-0.019215725128068156,0.071660013446558,0.6022354283626414,0.4079941994763069,-0.266233138224761,8.343948873879343,0.4079941994763069,0.6394531760972888,-26.623313822476103,Summer
69014,1716,0.0747086247086247,0.08198974858932531,0.007281123880700594,0.09889588660012807,0.8063829741975198,0.3678498478495299,0.0974602853298145,10.793706581302215,0.3678498478495299,0.6240380521263158,9.746028532981452,Summer
72482,1263,0.04362628661916073,0.051992717696006975,0.008366431076846245,0.04569682980607013,0.4309521552849649,0.6373391081836051,0.19177499909358997,9.878268096640847,0.6373391081836051,0.8032762174753013,19.177499909358996,Summer
KPRB0,2082,0.006628242074927953,0.022797507722638156,0.0161692656477102,0.024580828165256845,0.3002024125656002,-3.49220831839484,2.439450078154539,45.29140746098404,-3.49220831839484,0.1953797718708337,243.94500781545392,Summer
KSNA0,1781,0.04654688377316115,0.0983261581019993,0.051779274328838124,0.08357486001918617,0.6014571456587189,0.6362911275392806,1.1124111891394535,12.921534094308543,0.6362911275392806,0.8313202534792685,111.24111891394534,Summer
KJAQ0,363,0.04573002754820937,0.08375668599610611,0.03802665844789674,0.06580562531206292,0.38184585513856373,0.023850778215057766,0.8315468082281032,8.350002735861363,0.023850778215057766,0.6759239808661713,83.15468082281033,Summer
72494,4140,0.04272946859903381,0.0992703775224533,0.056540908923419474,0.09657368342324779,0.5416282133338344,0.07566310727234737,1.3232298640076692,12.675753551170574,0.07566310727234737,0.6133413501657519,132.32298640076692,Summer
K9L20,1124,0.11895017793594305,0.09750900493830297,-0.021441172997640087,0.14497537389918325,1.6056764082433503,0.42631954053171817,-0.1802533915433617,13.498730612307599,0.42631954053171817,0.6533271526966151,-18.02533915433617,Summer
KFUL0,1719,0.02943571844095404,0.11408442178308978,0.08464870334213574,0.09717567316661918,0.6041446277704959,-0.41358180878933104,2.8757138546468646,20.5242018801874,-0.41358180878933104,0.8983881700991213,287.5713854646865,Summer
KWJF0,2151,0.06578335657833564,0.1205319405091838,0.05474858393084814,0.1359859701937455,1.5566849248006578,0.4169442535648583,0.8322558589063913,23.663811118347812,0.4169442535648583,0.6493760682925683,83.22558589063914,Summer
KO540,345,0.2504347826086956,0.41937365652162467,0.16893887391292903,0.3095802209853292,1.0961148069659354,0.35952163734716625,0.6745823090273209,4.376847319482034,0.35952163734716625,0.7745195240783224,67.45823090273208,Summer
KF700,363,0.17630853994490356,0.22829458347389978,0.051986043528996155,0.18110068939219628,1.2790348392942978,0.7325655091757329,0.2948583406410251,7.254525729122347,0.7325655091757329,0.8847469951249474,29.48583406410251,Summer
KDLO0,363,0.1300275482093664,0.1740860884021313,0.044058540192764915,0.14245854388891463,1.5512576258885535,0.01908925981143872,0.338840044279103,11.930222843168323,0.01908925981143872,0.5621440443793391,33.884004427910305,Summer
KO690,363,0.05537190082644629,0.03313382901789195,-0.02223807180855433,0.05628536190855715,0.407748780520867,0.5678553099696464,-0.4016129386321005,7.36382126015297,0.5678553099696464,0.912608229689722,-40.161293863210055,Summer
72383,4065,0.08856088560885608,0.1974155488190819,0.10885466321022579,0.21909936370960686,1.8865917835633945,0.19688832531313383,1.229150572082133,21.302765556069996,0.19688832531313383,0.4782671436242541,122.91505720821327,Summer
72290,4140,0.048961352657004825,0.06741137995000591,0.018450027293001093,0.08082470630775349,0.6252429896622277,0.5574397684175525,0.3768283818106785,12.770133089302531,0.5574397684175525,0.7673790587433138,37.68283818106785,Summer
KSBP0,1722,0.012891986062717771,0.03249975483733449,0.019607768774616716,0.032215502385723745,0.2400139675385047,-0.26474489300073434,1.5209269292743235,18.61729964420293,-0.26474489300073434,0.5923930182948666,152.09269292743235,Summer
KCVH0,363,0.04986225895316805,0.030427072084558814,-0.019435186868609226,0.04741524278360196,0.25132655989629255,0.5737129937190141,-0.3897775046024944,5.040416643223988,0.5737129937190141,0.7935608653329406,-38.97775046024944,Summer
KO220,363,0.07603305785123966,0.08745476012412307,0.011421702272883394,0.11409359347907319,0.7093333507109754,-0.23674831047891987,0.15022021467596638,9.329275590872612,-0.23674831047891987,0.34311333496315605,15.02202146759664,Summer
U9ANI,2813,0.30213295414148594,0.34957684698143376,0.04744389283994776,0.46720771790924726,2.2957116647972016,0.2682645413221275,0.15702985122811278,7.598349115277713,0.2682645413221275,0.5185066886793593,15.702985122811276,Summer
KCPU0,363,0.03526170798898072,0.05661633495810071,0.02135462696911999,0.0500061376638033,0.29615453230613814,0.014572725655485952,0.6056038742023871,8.398757439619386,0.014572725655485952,0.7025800357259941,60.560387420238726,Summer
KL520,363,0.07162534435261707,0.09539974729244825,0.02377440293983119,0.08849978014834103,0.3578168168502439,0.8391155606300909,0.3319272410445663,4.995673250639944,0.8391155606300909,0.974262043759084,33.19272410445663,Summer
KCNO0,1720,0.04470930232558139,0.10595684796943762,0.061247545643856205,0.10211447784464633,1.1941437449465948,0.25572751572104657,1.3699060924243522,26.709066857062982,0.25572751572104657,0.6282044637869656,136.9906092424352,Summer
72391,3569,0.03785374054356963,0.08360414586375431,0.04575040532018468,0.07460067170486417,0.6735977290811536,-0.042099218620439194,1.208609893321533,17.79474681784335,-0.042099218620439194,0.7054992751748905,120.8609893321533,Summer
KTVL0,1656,0.17288647342995167,0.4131394522189392,0.24025297878898755,0.38616788466113644,1.2696875413974296,-0.21152010738677895,1.3896574672531032,7.344053679895716,-0.21152010738677895,0.5862534932525618,138.96574672531034,Summer
KTOA0,363,0.1652892561983471,0.22263961332585,0.057350357127502874,0.14114513022457234,1.1075153875761101,0.6793522662065552,0.3469696606213924,6.7004680948354665,0.6793522662065552,0.8449233476346611,34.69696606213924,Summer
72483,4140,0.06347826086956522,0.07630785009187747,0.012829589222312254,0.08730102136118437,0.8765966367191805,-0.1414586436750045,0.20210996720080948,13.809399071603528,-0.1414586436750045,0.418587659894222,20.21099672008095,Summer
72295,4140,0.050314009661835746,0.05519139656750446,0.0048773869056687146,0.06071706844444197,0.6866751903248,0.5505987522733145,0.09693894282029995,13.647793029019068,0.5505987522733145,0.7431913721748571,9.693894282029994,Summer
74611,363,0.3575757575757576,0.2560100454439322,-0.10156571213182543,0.3624738564582142,2.6483185680989783,0.2879436848959491,-0.2840397034195118,7.406314639598837,0.2879436848959491,0.5469294434873423,-28.403970341951176,Summer
KBAN0,363,1.2534435261707988,1.0003328169839618,-0.2531107091868371,1.077094418062256,3.4461456437103273,0.29849533060566624,-0.20193228007653158,2.749342568498569,0.29849533060566624,0.5513384600779431,-20.193228007653154,Summer
KAPC0,1809,0.02990602542841349,0.037393733037560196,0.0074877076091467,0.036902028976263095,0.3090970884254009,0.7206647405480731,0.2503745483354229,10.335612439215344,0.7206647405480731,0.8828232962520027,25.037454833542288,Summer
LQO8Z,271,0.8321033210332104,0.8132679428218997,-0.01883537821131061,0.8247697894851415,2.6018970199599236,0.3416866254174169,-0.02263586472401408,3.1268917623465153,0.3416866254174169,0.6108722145726895,-2.2635864724014083,Summer
KMOD0,1805,0.012299168975069254,0.025377030016375337,0.013077861041306085,0.02330561925463283,0.21379936308430775,0.17498888179850614,1.0633125756557424,17.38323650302592,0.17498888179850614,0.7283706318610323,106.33125756557423,Summer
KUKI0,1790,0.04675977653631285,0.08940626950491531,0.042646492968602456,0.07902093735266202,0.5698441386721961,0.47979615688254806,0.9120337205949629,12.186630922619246,0.47979615688254806,0.7095083180689684,91.20337205949629,Summer
KIYK0,271,0.2988929889298893,0.39742189721520915,0.09852890828531984,0.3196882456362467,3.236918684089615,0.2871904071862026,0.32964610055952687,10.829690906028217,0.2871904071862026,0.6504254770483743,32.96461005595268,Summer
KDVO0,363,0.04738292011019284,0.03403027959131136,-0.013352640518881478,0.061330862270104036,0.4182832183544231,0.23170896700845678,-0.28180282025313813,8.82772141061951,0.23170896700845678,0.4871385876136228,-28.18028202531381,Summer
72480,4140,0.1396135265700483,0.48852469385010583,0.34891116728005755,0.5006791003106507,1.5878025799321804,-0.7392393169412876,2.4991215095838033,11.372842008510775,-0.7392393169412876,0.30478779182544463,249.9121509583803,Summer
72288,3461,0.0457382259462583,0.0805523391259155,0.034814113179657186,0.09239046486838078,1.248820108677234,0.2839421106328337,0.7611601119064658,27.30364116318324,0.2839421106328337,0.5441691399578542,76.11601119064657,Summer
72497,1941,3.3086553323029366,0.1396041431324815,-3.169051189170455,3.4027524227069224,9.967950114366538,-0.12068274725267059,-0.9578063808068783,3.012689178303896,-0.12068274725267059,0.015374633415854199,-95.78063808068784,Summer
72584,363,0.3512396694214876,0.3450533503838327,-0.006186319037654882,0.3203573598093634,1.0709717632173827,0.50074290479528,-0.01761281420132331,3.0491196082189016,0.50074290479528,0.7094319190261293,-1.761281420132331,Summer
KPOC0,363,0.33636363636363636,0.2915225092211223,-0.044841127142514155,0.26105348453343935,2.418024661025044,0.587647296930466,-0.13331145907233938,7.188721965209591,0.587647296930466,0.7795758223942488,-13.331145907233937,Summer
KBLU0,2725,0.25812844036697247,0.4089732585406281,0.1508448181736557,0.39011000520986305,1.9034165548458593,0.38455168697869146,0.5843789160125274,7.373912584525116,0.38455168697869146,0.6282007677728527,58.437891601252744,Summer
KHHR0,1720,0.036337209302325583,0.09177107804006657,0.055433868737740956,0.07280460410717543,0.5496423278621648,0.7281932706832661,1.525540067662631,15.126156862766775,0.7281932706832661,0.8562302812310325,152.55400676626311,Summer
74702,3839,0.02091690544412608,0.041449805470886676,0.020532900026760597,0.047490583357004436,0.48215975690046947,-1.3417970910644494,0.9816413848410201,23.051199336748468,-1.3417970910644494,0.3387924629686679,98.16413848410203,Summer
KLVK0,1808,0.01825221238938053,0.05917717634858932,0.04092496395920879,0.05181098686312481,0.43900497992666104,-0.2597628334784827,2.242191964795439,24.052151627497064,-0.2597628334784827,0.7741105729613328,224.2191964795439,Summer
74500,328,0.13597560975609754,0.08396420418147393,-0.052011405574623644,0.08583772755217366,0.7031296957959613,0.7222498932399346,-0.38250540422593177,5.170998659665366,0.7222498932399346,0.945323208970028,-38.250540422593176,Summer
72492,4140,0.02975845410628019,0.06157150509905095,0.03181305099277075,0.05794853206504956,0.6020658858688488,-1.3209741663904384,1.0690424603090172,20.231759476436967,-1.3209741663904384,0.5008723281756924,106.90424603090172,Summer
72592,3496,0.25715102974828374,0.26495796832940527,0.0078069385811215045,0.2941384364656771,1.8493392182409356,0.06806852774750416,0.030359351812681623,7.1916461701560745,0.06806852774750416,0.521484280807811,3.0359351812681625,Summer
KSMF0,1812,0.03333333333333333,0.043564816453991934,0.010231483120658597,0.047198529251816904,0.5413079833466282,0.14900417087495066,0.3069444936197579,16.239239500398845,0.14900417087495066,0.4742388638784722,30.694449361975796,Summer
KCZZ0,1609,0.20926041019266628,0.36165324356637196,0.15239283337370568,0.41694876166891714,2.2125004416526153,-0.12467101215442922,0.7282449328728613,10.57295280849141,-0.12467101215442922,0.3118872046216732,72.82449328728613,Summer
72381,363,0.24104683195592286,0.2465980943736143,0.005551262417691421,0.2554924933624436,2.325512984932149,0.5396993559177946,0.02302980865853698,9.647556726061373,0.5396993559177946,0.7346504031005258,2.302980865853698,Summer
KMHV0,363,0.21487603305785125,0.3340530094203062,0.11917697636245493,0.30193710926707357,3.075907961876749,-0.16405217548728457,0.5546313130714249,14.31480243796487,-0.16405217548728457,0.53808454596695,55.46313130714248,Summer
KO050,340,0.3773529411764706,0.5871460451234695,0.20979310394699888,0.35935765599742403,1.0128847419842004,0.772655595645944,0.555959901340449,2.68418403955283,0.772655595645944,0.884563273762846,55.595990134044904,Summer
KFOT0,363,0.3465564738292011,0.2886788914849784,-0.057877582344222724,0.2787898655214155,1.3259735713935668,0.40935546512058685,-0.16700765016655683,3.8261399556110076,0.40935546512058685,0.6669442020683088,-16.70076501665568,Summer
KSQL0,363,0.030578512396694214,0.029367242388407967,-0.0012112700082862477,0.048120888043769204,0.31919311764207303,0.2921804412883312,-0.0396118029736854,10.438477630997523,0.2921804412883312,0.5788806348621448,-3.9611802973685397,Summer
74505,1488,0.10423387096774193,0.18540253329837258,0.08116866233063062,0.2533093602610281,1.2197974803298348,-0.6548063142132978,0.7787167604640771,11.702505807419692,-0.6548063142132978,0.07239525644590185,77.87167604640771,Summer
KHJO0,1720,0.02569767441860465,0.05695757646716298,0.03125990204855833,0.047941457740153896,0.6713413594904035,-1.566690866361518,1.2164486770027223,26.124595889671813,-1.566690866361518,0.4986482320942465,121.64486770027223,Summer
KL080,363,0.14159779614325071,0.40289978128844184,0.2613019851451911,0.2735355637745586,1.1321698884482931,0.7083332314504076,1.8453817238852988,7.9956745040219905,0.7083332314504076,0.9229491357301777,184.5381723885299,Summer
NG9G1,271,0.43911439114391143,0.5201743089942117,0.08105991785030023,0.5385077541148506,4.634868148652017,0.08392245853070002,0.18459863644900304,10.555035867938628,0.08392245853070002,0.5137544207042077,18.459863644900302,Summer
KC830,363,0.015151515151515152,0.02043459147814344,0.005283076326628285,0.015053673419683805,0.09683101622824533,0.5862750578836124,0.34868303755746677,6.390847071064192,0.5862750578836124,0.7669546204053912,34.86830375574668,Summer
KGXA0,363,0.41074380165289254,0.44631958935567956,0.035575787702786965,0.5185444811311123,4.0933602478056565,0.5000856384297239,0.0866130847492399,9.965726156629467,0.5000856384297239,0.7408259453676104,8.66130847492399,Summer
KLHM0,363,0.13360881542699724,0.056440517676025634,-0.07716829775097162,0.11657234871655406,1.046707702876308,0.5130918229250538,-0.5775689089402618,7.83412156998144,0.5130918229250538,0.8791542339429849,-57.75689089402618,Summer
KEMT0,363,0.2895316804407714,0.2742666772084308,-0.015265003232340573,0.24329880237615048,2.1411640737608466,0.5701975328833329,-0.052723084427589224,7.395266972171144,0.5701975328833329,0.7734168899615098,-5.2723084427589235,Summer
KCMA0,1824,0.03415570175438597,0.10256315288977094,0.06840745113538498,0.09178492463054741,1.10728087733933,-1.1496740263823795,2.002812052503085,32.41862472338584,-1.1496740263823795,0.5864227636653812,200.28120525030852,Summer
Q5MJ7,271,0.023247232472324728,0.03779727296288978,0.014550040490565058,0.03960278787393751,0.20178026201619592,0.18530625614632534,0.6258826941179572,8.679754127998267,0.18530625614632534,0.5861005130380641,62.58826941179572,Summer
KDWA0,363,0.030853994490358125,0.03258457960529228,0.0017305851149341522,0.03310517136831598,0.24518605370420984,0.5500064941430505,0.05608949970724083,7.946655133448944,0.5500064941430505,0.7418566254130066,5.608949970724082,Summer
74509,3632,0.03254405286343612,0.06895093701339447,0.03640688414995834,0.05958302681064456,0.41344543233914594,0.24678051612857943,1.118695458821055,12.704177751740932,0.24678051612857943,0.764827564624716,111.86954588210551,Summer
69015,744,0.2948924731182796,0.14590814297025972,-0.14898433014801987,0.3174757863261771,2.0666944411632455,0.2592042237761486,-0.5052157777125195,7.008298378420486,0.2592042237761486,0.5130854902278549,-50.521577771251955,Summer
KSJC0,1814,0.022657111356119076,0.06208170057505292,0.03942458921893384,0.050852903731414816,0.4832284124569336,0.37359535430125923,1.7400536458186369,21.32789148897512,0.37359535430125923,0.7779434453592916,174.00536458186372,Summer
FSE8R,271,0.3177121771217712,0.15966171849790914,-0.1580504586238621,0.22110620297344213,1.6395844785510278,0.5768682355142197,-0.49746427743399113,5.160596906937614,0.5768682355142197,0.920394439001214,-49.74642774339912,Summer
KL180,363,0.19504132231404958,0.23048000501560242,0.035438682701552794,0.15185813083781144,1.2732402321910754,0.7562336913030929,0.18169833080033423,6.528053732844073,0.7562336913030929,0.8741927042202379,18.169833080033424,Summer
KVIS0,366,0.23032786885245898,0.13092616322582987,-0.09940170562662917,0.21596641578792566,1.5624568626183477,0.4449771813770347,-0.4315661240729096,6.78362054232877,0.4449771813770347,0.6688561844574877,-43.156612407290964,Summer
KOKB0,1710,0.07105263157894737,0.10589309696185682,0.03484046538290945,0.1168130062553509,0.9940994932957216,0.487156374595334,0.4903472905742811,13.991029905643488,0.487156374595334,0.7008585760498471,49.03472905742811,Summer
KHAF0,363,0.08264462809917357,0.11856542909465669,0.03592080099548314,0.14512583212037294,0.5523373725819686,0.2760047242471185,0.434641692045346,6.683282208241819,0.2760047242471185,0.5974457633692521,43.4641692045346,Summer
KNRS0,1436,0.0782033426183844,0.14214222239398483,0.06393887977560042,0.17912998322655221,1.269969391626762,0.3558163367053947,0.8175977859106163,16.239323654283442,0.3558163367053947,0.6264613293379514,81.75977859106163,Summer
