station,count,obs_mean,pred_mean,bias,mae,rmse,r2,rel_bias,rel_rmse,nse,corr,pbias
KVGT0,225,4.138666666666666,11.053636495149291,6.914969828482626,7.999385561889443,13.431975578363822,-1.2463920850625057,1.6708206737635214,3.24548378987528,-1.2463920850625057,0.6669790451630679,167.08206737635214
KCXP0,48,36.043749999999996,42.888609003417365,6.844859003417362,8.331615599023005,13.451563446016934,0.9233101475953175,0.18990418598002046,0.3732009972884879,0.9233101475953175,0.979157839345743,18.990418598002048
KP680,171,19.83391812865497,26.268496980065557,6.434578851410581,9.44711675951727,12.676527197754943,0.43628979077449237,0.3244229813631352,0.6391337866541146,0.43628979077449237,0.8360191023571009,32.44229813631352
72387,537,11.686033519553073,14.379776019551588,2.6937424999985176,6.844410714989411,10.734492129402486,0.620336070753394,0.23050956472881473,0.9185744770833947,0.620336070753394,0.8321001958072649,23.050956472881474
72477,328,19.036280487804877,27.58444759795979,8.54816711015491,10.975992046499673,14.61698208727261,0.14677648006163724,0.4490460789139497,0.7678486402129144,0.14677648006163724,0.8234774568736725,44.904607891394974
KBAM0,48,21.754166666666663,26.82416925841835,5.070002591751684,5.540074405525561,7.5341745836914304,0.8361253483220027,0.23305892013415136,0.34633248421489055,0.8361253483220027,0.9672191287913996,23.30589201341514
KMEV0,48,40.6625,56.27843777352837,15.615937773528367,17.75945214424203,29.866635676172827,0.647738659286921,0.3840378179779494,0.7345007236685601,0.647738659286921,0.9551829952616545,38.40378179779494
72583,540,17.790555555555557,26.803556894270148,9.013001338714593,10.71157636072799,14.66984389051832,0.2119065903970062,0.5066171941943687,0.8245860476199287,0.2119065903970062,0.8673054154572933,50.661719419436864
70580,379,15.151978891820582,29.42386025271892,14.271881360898337,15.483456145066754,20.4403616882901,-0.4526828046920708,0.941915340748175,1.3490225820816264,-0.4526828046920708,0.8015192885137563,94.1915340748175
72485,257,5.103112840466926,12.879618144300053,7.776505303833127,10.095456266000811,14.381616159768221,-1.4976104023681898,1.5238748479490003,2.818204615372042,-1.4976104023681898,0.4676915907898718,152.38748479490002
72488,540,15.931666666666663,39.45750657166244,23.52583990499577,24.42959193301694,35.38647862390793,-2.0689548997792397,1.4766716124068904,2.2211410371738425,-2.0689548997792397,0.8745849886189703,147.66716124068904
74614,92,10.921739130434782,21.089279804484693,10.16754067404991,11.838185870611895,22.13492000691126,-0.7220542203505,0.9309452050284552,2.0266845547729258,-0.7220542203505,0.6680522799848064,93.09452050284551
KBVU0,48,8.825,12.338943400872418,3.5139434008724186,4.841381053537455,7.384416144262021,0.7023679507401395,0.39818055533965085,0.8367610361769996,0.7023679507401395,0.8979174182691813,39.81805553396508
72385,198,31.585353535353534,15.407399856129956,-16.177953679223577,21.01453774674768,28.722945778072177,-0.11131119532023148,-0.5121979610301202,0.9093754719548268,-0.11131119532023148,0.5252471879277988,-51.21979610301202
KTMT0,48,26.78333333333333,29.812452936065863,3.029119602732528,7.093730362284464,10.112372507684778,0.7650263450657242,0.11309718491845158,0.3775621346988717,0.7650263450657242,0.9129630707980783,11.309718491845157
72580,277,20.84765342960289,17.45346329127952,-3.3941901383233724,11.515424917707499,16.50600516581291,0.2514187387539175,-0.1628092173435572,0.7917440311231861,0.2514187387539175,0.6089991602684789,-16.28092173435572
72487,53,13.079245283018869,24.568921778559826,11.489676495540957,13.142970129772834,20.469550505058024,-0.522719051745226,0.8784663217883304,1.5650406473861442,-0.522719051745226,0.6895997510629462,87.84663217883303
KHND0,58,7.824137931034482,10.88313434543525,3.0589964144007666,6.050347950485999,10.731665306126585,0.32176467653376384,0.3909691318537781,1.3716099333524505,0.32176467653376384,0.7438319216223199,39.09691318537781
KNFL0,190,6.771052631578947,13.608559934647488,6.8375073030685405,8.17097372873024,11.835211735633834,-0.0404378600623474,1.0098145259098505,1.7479131206921326,-0.0404378600623474,0.7471221078181816,100.98145259098506
KLSV0,48,11.275,10.326484460525384,-0.9485155394746178,4.765443158887503,8.440057552215643,0.7438597732094063,-0.0841255467383253,0.7485638627242256,0.7438597732094063,0.8643465882270408,-8.41255467383253
72486,540,21.105555555555554,33.485032282501244,12.379476726945693,15.055326281931709,19.550646948306404,-0.2231844468630262,0.5865506214399118,0.9263270467741914,-0.2231844468630262,0.7782060279450493,58.65506214399118
72282,204,107.78970588235293,16.33040504761867,-91.45930083473428,94.9117846707775,126.16691076263957,-1.1569935008775207,-0.8484975451603656,1.1704912795693536,-1.1569935008775207,0.02306251504085549,-84.84975451603657
72386,540,8.410555555555556,12.521518293361764,4.110962737806208,6.860917161338142,11.339661942745343,0.3319172244094718,0.4887861105787155,1.3482655061061903,0.3319172244094718,0.7957323896569055,48.87861105787156
KRTS0,48,37.08541666666667,38.45099058016406,1.3655739134973972,10.299168088529326,16.5270481623495,0.8254595797296369,0.03682239640912031,0.44564817245816307,0.8254595797296369,0.9325824594569045,3.6822396409120315
KHTH0,48,27.21666666666667,24.21196776145962,-3.0046989052070487,7.354060797968292,9.882171721305996,0.8639539687970585,-0.11039922493106118,0.3630926535691119,0.8639539687970585,0.936789634422148,-11.039922493106118
