season,n_stations,mean_r2,mean_rmse,mean_bias,mean_mae
Winter,140,-0.18554181241211468,5.2848428630809865,0.1288394048177815,1.9618662849658957
Spring,139,0.3990825554153016,3.3297962754648864,0.11342860750129383,0.945197305958745
Summer,139,0.012285530358448692,1.346464778864615,-0.007919751672230907,0.24123217765204666
Fall,139,0.2907233663471458,3.1034701069048576,0.01875490949166214,0.6780226496759915
